Correlation,Article 1,Article 2
1.0,453058,30258913
1.0,80230224,30256891
1.0,80230224,30214504
1.0,453058,80258915
1.0,80230224,50214560
1.0,90291518,80344065
1.0,90291518,60281295
1.0,90291518,50400270
1.0,40242653,30238543
1.0,40242653,40534835
1.0,40534835,40242653
1.0,40534835,30238543
1.0,80342882,80377937
1.0,80230224,10246308
1.0,80230224,30277959
1.0,80230224,90246352
1.0,80230224,70277957
1.0,80230224,80214568
1.0,80230224,80410055
1.0,80230224,50330606
1.0,453058,20476346
1.0,453058,20317079
1.0,90291518,80195536
1.0,30258913,20476346
1.0,30258913,453058
1.0,30258913,20317079
1.0,30258913,80094014
1.0,30258913,60512875
1.0,30258913,50213546
1.0,30258913,60159520
1.0,30258913,20193899
1.0,60512861,90488143
1.0,60512861,30258913
1.0,60512861,20476346
1.0,60512861,80258915
1.0,60512861,453058
1.0,60512861,20317079
1.0,60512861,80094014
1.0,60512861,60512875
1.0,30258913,80258915
1.0,30258913,90488143
1.0,453058,80094014
1.0,30258913,60512861
1.0,453058,60512875
1.0,453058,50213546
1.0,453058,60159520
1.0,453058,20193899
1.0,20193899,60512861
1.0,20193899,90488143
1.0,20193899,30258913
1.0,20193899,20476346
1.0,20193899,80258915
1.0,20193899,453058
1.0,20193899,20317079
1.0,20193899,80094014
1.0,20193899,60512875
1.0,20193899,50213546
1.0,20193899,60159520
1.0,90291518,30349838
1.0,90291518,371270
1.0,336432,40331055
1.0,80458189,50246306
1.0,80458189,70246348
1.0,80458189,50404027
1.0,80458189,30246388
1.0,80458189,30404028
1.0,50400270,50458614
1.0,50400270,371270
1.0,50400270,80195536
1.0,50400270,90291518
1.0,50400270,30349838
1.0,50400270,80344065
1.0,50400270,60281295
1.0,30349838,50458614
1.0,30349838,371270
1.0,30349838,80195536
1.0,30349838,90291518
1.0,80458189,30256891
1.0,80458189,70277981
1.0,30349838,60281295
1.0,80458189,20201724
1.0,60257648,10211276
1.0,60257648,20201724
1.0,60257648,70277981
1.0,60257648,50246306
1.0,60257648,30256891
1.0,60257648,80458189
1.0,60257648,70246348
1.0,60257648,50404027
1.0,60257648,30246388
1.0,60257648,30404028
1.0,80458189,40201723
1.0,80458189,50404032
1.0,80458189,60257648
1.0,80458189,10277984
1.0,80458189,10211276
1.0,30349838,80344065
1.0,30349838,50400270
1.0,90291518,50458614
1.0,371270,80344065
1.0,371270,50400270
1.0,60281295,50458614
1.0,60281295,371270
1.0,60281295,80195536
1.0,60281295,90291518
1.0,60281295,30349838
1.0,60281295,80344065
1.0,60281295,50400270
1.0,80344065,50458614
1.0,80344065,371270
1.0,80344065,80195536
1.0,80344065,90291518
1.0,80344065,30349838
1.0,80344065,60281295
1.0,80344065,50400270
1.0,371270,60281295
1.0,371270,30349838
1.0,50458614,371270
1.0,371270,90291518
1.0,50458614,80195536
1.0,50458614,90291518
1.0,50458614,30349838
1.0,50458614,80344065
1.0,50458614,60281295
1.0,50458614,50400270
1.0,80195536,50458614
1.0,80195536,371270
1.0,80195536,90291518
1.0,80195536,30349838
1.0,80195536,80344065
1.0,80195536,60281295
1.0,80195536,50400270
1.0,371270,50458614
1.0,371270,80195536
1.0,60512861,50213546
1.0,60512861,60159520
1.0,60512861,20193899
1.0,138432,30275861
1.0,138432,50298418
1.0,138432,80089239
1.0,30275861,70257638
1.0,30275861,90246352
1.0,30275861,40273593
1.0,30275861,90338417
1.0,30275861,214505
1.0,30275861,50298418
1.0,30275861,20207410
1.0,30275861,30277959
1.0,30275861,138432
1.0,30275861,70277957
1.0,30275861,90404822
1.0,30275861,40501892
1.0,30275861,70214559
1.0,138432,40273593
1.0,138432,40496744
1.0,30275861,40496739
1.0,138432,40496739
1.0,80066723,50342237
1.0,80066723,50361792
1.0,80066723,10499517
1.0,80066723,70359199
1.0,80066723,90066708
1.0,30460811,70214559
1.0,30460811,60246396
1.0,30460811,392461
1.0,30460811,30277959
1.0,30460811,20214566
1.0,30460811,30256891
1.0,30460811,30263245
1.0,30460811,10257306
1.0,30460811,214505
1.0,30460811,20207410
1.0,30275861,30256891
1.0,30275861,40496744
1.0,60512875,60512861
1.0,40496744,40496739
1.0,40496744,30275861
1.0,40496744,40273593
1.0,40496744,50298418
1.0,40496744,80089239
1.0,50298418,40496739
1.0,50298418,138432
1.0,50298418,40496744
1.0,50298418,30275861
1.0,50298418,40273593
1.0,50298418,80089239
1.0,336432,60505511
1.0,336432,70330945
1.0,336432,20331198
1.0,336432,90331166
1.0,336432,60331200
1.0,40496744,138432
1.0,40496739,80089239
1.0,30275861,70246386
1.0,40496739,50298418
1.0,30275861,80331930
1.0,30275861,80089239
1.0,30275861,20214566
1.0,30275861,30263245
1.0,30275861,257298
1.0,40273593,40496739
1.0,40273593,138432
1.0,40273593,40496744
1.0,40273593,30275861
1.0,40273593,50298418
1.0,40273593,80089239
1.0,40496739,138432
1.0,40496739,40496744
1.0,40496739,30275861
1.0,40496739,40273593
1.0,70359199,90066708
1.0,70359199,80066723
1.0,70359199,10499517
1.0,80258915,60512875
1.0,80258915,60159520
1.0,80258915,20193899
1.0,90488143,60512861
1.0,90488143,30258913
1.0,90488143,20476346
1.0,90488143,80258915
1.0,90488143,453058
1.0,90488143,20317079
1.0,90488143,80094014
1.0,90488143,60512875
1.0,90488143,50213546
1.0,90488143,60159520
1.0,90488143,20193899
1.0,70257638,40458191
1.0,70257638,50214560
1.0,80258915,50213546
1.0,80258915,80094014
1.0,70359199,50361792
1.0,80258915,20317079
1.0,60512875,90488143
1.0,60512875,30258913
1.0,60512875,20476346
1.0,60512875,80258915
1.0,60512875,453058
1.0,60512875,20317079
1.0,60512875,80094014
1.0,60512875,50213546
1.0,60512875,60159520
1.0,60512875,20193899
1.0,80258915,60512861
1.0,80258915,90488143
1.0,80258915,30258913
1.0,80258915,20476346
1.0,80258915,453058
1.0,70257638,60442383
1.0,70257638,257302
1.0,70257638,90338417
1.0,70257638,10446883
1.0,70257638,90529087
1.0,10409932,40217955
1.0,10409932,20275814
1.0,10409932,20278167
1.0,10499517,50342237
1.0,10499517,50361792
1.0,10499517,80066723
1.0,10499517,70359199
1.0,10499517,90066708
1.0,50361792,50342237
1.0,50361792,10499517
1.0,50361792,80066723
1.0,50361792,70359199
1.0,50361792,90066708
1.0,70359199,50342237
1.0,70257638,60263244
1.0,70257638,50334303
1.0,70257638,10446557
1.0,70257638,20246360
1.0,70257638,10211276
1.0,70257638,70238541
1.0,70257638,60344735
1.0,70257638,90404822
1.0,70257638,30275861
1.0,70257638,90256893
1.0,70257638,40501892
1.0,70257638,338412
1.0,70257638,30214504
1.0,70257638,80331930
1.0,70257638,10203610
1.0,70257638,70529088
1.0,70257638,10246308
1.0,70257638,421185
1.0,40442195,60454026
1.0,40442195,30217135
1.0,80213432,90205498
1.0,20467629,40256895
1.0,20467629,70277981
1.0,20467629,50357002
1.0,20467629,90201725
1.0,20467629,20257315
1.0,20467629,90256893
1.0,20467629,30278727
1.0,20467629,20201724
1.0,20467629,90246328
1.0,20467629,90124534
1.0,20467629,50277977
1.0,20467629,50246306
1.0,20467629,40301124
1.0,20467629,30263245
1.0,20467629,60261103
1.0,30278727,90190524
1.0,20467629,214505
1.0,20467629,10257306
1.0,30278727,10257306
1.0,20467629,40249541
1.0,80435188,40256895
1.0,80435188,30214504
1.0,80435188,90277961
1.0,80435188,414830
1.0,80435188,20214571
1.0,414830,80435188
1.0,414830,30277959
1.0,414830,30263245
1.0,414830,10257306
1.0,414830,80214568
1.0,414830,40256895
1.0,414830,30214504
1.0,414830,90277961
1.0,414830,20214571
1.0,20467629,90190524
1.0,30278727,40249541
1.0,30278727,40256895
1.0,80435188,10257306
1.0,40249541,214505
1.0,40249541,50357002
1.0,40249541,90201725
1.0,40249541,20257315
1.0,40249541,90256893
1.0,40249541,30278727
1.0,40249541,20201724
1.0,40249541,90246328
1.0,40249541,90124534
1.0,40249541,50277977
1.0,40249541,50246306
1.0,40249541,40301124
1.0,40249541,30263245
1.0,40249541,20467629
1.0,40249541,60261103
1.0,60261103,90190524
1.0,40249541,70277981
1.0,40249541,40256895
1.0,30278727,214505
1.0,40249541,10257306
1.0,30278727,70277981
1.0,30278727,50357002
1.0,30278727,90201725
1.0,30278727,20257315
1.0,30278727,90256893
1.0,30278727,20201724
1.0,30278727,90246328
1.0,30278727,90124534
1.0,30278727,50277977
1.0,30278727,50246306
1.0,30278727,40301124
1.0,30278727,30263245
1.0,30278727,20467629
1.0,30278727,60261103
1.0,40249541,90190524
1.0,80435188,80214568
1.0,80435188,30263245
1.0,60261103,10257306
1.0,60205664,30366917
1.0,60205664,50515346
1.0,60205664,40205537
1.0,60205664,40327505
1.0,60205664,30212406
1.0,60208238,40205599
1.0,60208238,60297885
1.0,60208238,20205430
1.0,60208238,90212564
1.0,60208238,30366917
1.0,60208238,50504772
1.0,60208238,50515346
1.0,60208238,40205537
1.0,60208238,40327505
1.0,60208238,60205664
1.0,60208238,30212406
1.0,60205664,50504772
1.0,60205664,90212564
1.0,60297885,20205430
1.0,60205664,60208238
1.0,40205537,30212406
1.0,50515346,40205599
1.0,50515346,60297885
1.0,50515346,20205430
1.0,50515346,60208238
1.0,50515346,90212564
1.0,50515346,30366917
1.0,50515346,50504772
1.0,50515346,40205537
1.0,50515346,40327505
1.0,50515346,60205664
1.0,50515346,30212406
1.0,60205664,40205599
1.0,60205664,60297885
1.0,60205664,20205430
1.0,60297885,40205599
1.0,60297885,60208238
1.0,80435188,30277959
1.0,90212564,30212406
1.0,90338417,30277959
1.0,90338417,70257638
1.0,90338417,20214566
1.0,90338417,90246352
1.0,90338417,30263245
1.0,90338417,40501892
1.0,90338417,70246386
1.0,90338417,70277957
1.0,90338417,80331930
1.0,90338417,90404822
1.0,90338417,30275861
1.0,90338417,257298
1.0,90338417,214505
1.0,90338417,20207410
1.0,90338417,30256891
1.0,90338417,70214559
1.0,90212564,60205664
1.0,60297885,90212564
1.0,90212564,40327505
1.0,60297885,30366917
1.0,60297885,50504772
1.0,60297885,50515346
1.0,60297885,40205537
1.0,60297885,40327505
1.0,60297885,60205664
1.0,60297885,30212406
1.0,90212564,40205599
1.0,90212564,60297885
1.0,90212564,20205430
1.0,90212564,60208238
1.0,90212564,30366917
1.0,90212564,50504772
1.0,90212564,50515346
1.0,90212564,40205537
1.0,60261103,40249541
1.0,60261103,40256895
1.0,40442195,50486650
1.0,10331165,331161
1.0,10331165,330982
1.0,10331165,40452575
1.0,10331165,60330984
1.0,10331165,10330953
1.0,10331165,40331164
1.0,10331165,30330947
1.0,30330947,70330945
1.0,30330947,20331198
1.0,30330947,331161
1.0,30330947,10331165
1.0,30330947,10330948
1.0,30330947,330982
1.0,30330947,40452575
1.0,30330947,60330984
1.0,30330947,10330953
1.0,10331165,10330948
1.0,10331165,20331198
1.0,40452575,70330945
1.0,10331165,70330945
1.0,331161,40452575
1.0,331161,60330984
1.0,331161,10330953
1.0,331161,40331164
1.0,331161,30330947
1.0,10330953,70330945
1.0,10330953,20331198
1.0,10330953,331161
1.0,10330953,10331165
1.0,10330953,10330948
1.0,10330953,330982
1.0,10330953,40452575
1.0,10330953,60330984
1.0,10330953,40331164
1.0,10330953,30330947
1.0,30330947,40331164
1.0,40452575,20331198
1.0,331161,10330948
1.0,90433990,70277995
1.0,90433990,70246744
1.0,90433990,80446455
1.0,70246744,90433990
1.0,70246744,70277995
1.0,70246744,40211977
1.0,70246744,80446455
1.0,80446455,90433990
1.0,80446455,70277995
1.0,80446455,40211977
1.0,80446455,70246744
1.0,20503571,90503558
1.0,90503558,20503571
1.0,50433987,30246722
1.0,257646,90256893
1.0,257646,40277992
1.0,90433990,40211977
1.0,60330984,30330947
1.0,40452575,331161
1.0,60330984,40331164
1.0,40452575,10331165
1.0,40452575,10330948
1.0,40452575,330982
1.0,40452575,60330984
1.0,40452575,10330953
1.0,40452575,40331164
1.0,40452575,30330947
1.0,60330984,70330945
1.0,60330984,20331198
1.0,60330984,331161
1.0,60330984,10331165
1.0,60330984,10330948
1.0,60330984,330982
1.0,60330984,40452575
1.0,60330984,10330953
1.0,331161,330982
1.0,331161,10331165
1.0,60261103,214505
1.0,40301124,40256895
1.0,40301124,70277981
1.0,40301124,50357002
1.0,40301124,90201725
1.0,40301124,20257315
1.0,40301124,90256893
1.0,40301124,30278727
1.0,40301124,20201724
1.0,40301124,90246328
1.0,40301124,90124534
1.0,40301124,50277977
1.0,40301124,50246306
1.0,40301124,30263245
1.0,40301124,20467629
1.0,40301124,60261103
1.0,90201725,90190524
1.0,40301124,214505
1.0,40301124,10257306
1.0,90201725,10257306
1.0,40301124,40249541
1.0,60261103,70277981
1.0,60261103,50357002
1.0,60261103,90201725
1.0,60261103,20257315
1.0,60261103,90256893
1.0,60261103,30278727
1.0,60261103,20201724
1.0,60261103,90246328
1.0,60261103,90124534
1.0,60261103,50277977
1.0,60261103,50246306
1.0,60261103,40301124
1.0,60261103,30263245
1.0,60261103,20467629
1.0,40301124,90190524
1.0,90201725,40249541
1.0,90201725,40256895
1.0,331161,20331198
1.0,90246328,40256895
1.0,90246328,70277981
1.0,90246328,50357002
1.0,90246328,90201725
1.0,90246328,20257315
1.0,90246328,90256893
1.0,90246328,30278727
1.0,90246328,20201724
1.0,90246328,90124534
1.0,90246328,50277977
1.0,90246328,50246306
1.0,90246328,40301124
1.0,90246328,30263245
1.0,90246328,20467629
1.0,90246328,60261103
1.0,331161,70330945
1.0,90246328,214505
1.0,90246328,10257306
1.0,90201725,214505
1.0,90246328,40249541
1.0,90201725,70277981
1.0,90201725,50357002
1.0,90201725,20257315
1.0,90201725,90256893
1.0,90201725,30278727
1.0,90201725,20201724
1.0,90201725,90246328
1.0,90201725,90124534
1.0,90201725,50277977
1.0,90201725,50246306
1.0,90201725,40301124
1.0,90201725,30263245
1.0,90201725,20467629
1.0,90201725,60261103
1.0,90246328,90190524
1.0,40205537,60205664
1.0,40205537,40327505
1.0,40205537,50515346
1.0,60381898,30217135
1.0,60381898,30217159
1.0,60381898,60217228
1.0,60381898,359206
1.0,60454026,50498889
1.0,60454026,20219936
1.0,60454026,50278726
1.0,60454026,60381898
1.0,60454026,521948
1.0,60454026,80429408
1.0,60454026,10381909
1.0,60454026,50456554
1.0,60454026,50219893
1.0,60454026,40442195
1.0,60454026,50359195
1.0,60454026,70420936
1.0,60381898,50486650
1.0,60381898,90124534
1.0,60454026,90124534
1.0,60381898,60454026
1.0,50498889,30217159
1.0,50498889,60217228
1.0,50498889,359206
1.0,60381898,50498889
1.0,60381898,20219936
1.0,60381898,50278726
1.0,60381898,521948
1.0,60381898,80429408
1.0,60381898,10381909
1.0,60381898,50456554
1.0,60381898,50219893
1.0,60381898,40442195
1.0,60381898,50359195
1.0,60381898,70420936
1.0,60381898,40399998
1.0,60454026,40399998
1.0,60454026,30217135
1.0,50498889,30217135
1.0,70420936,30217135
1.0,70420936,30217159
1.0,70420936,60217228
1.0,70420936,359206
1.0,80429408,50498889
1.0,80429408,20219936
1.0,80429408,50278726
1.0,80429408,60381898
1.0,80429408,521948
1.0,80429408,10381909
1.0,80429408,50456554
1.0,80429408,50219893
1.0,80429408,40442195
1.0,80429408,50359195
1.0,80429408,70420936
1.0,80429408,40399998
1.0,70420936,50486650
1.0,70420936,90124534
1.0,60454026,50486650
1.0,70420936,60454026
1.0,60454026,30217159
1.0,60454026,60217228
1.0,60454026,359206
1.0,70420936,50498889
1.0,70420936,20219936
1.0,70420936,50278726
1.0,70420936,60381898
1.0,70420936,521948
1.0,70420936,80429408
1.0,70420936,10381909
1.0,70420936,50456554
1.0,70420936,50219893
1.0,70420936,40442195
1.0,70420936,50359195
1.0,70420936,40399998
1.0,50498889,50486650
1.0,50498889,90124534
1.0,40205537,50504772
1.0,50219893,30217135
1.0,50219893,30217159
1.0,50219893,60217228
1.0,50219893,359206
1.0,50359195,50498889
1.0,50359195,20219936
1.0,50359195,50278726
1.0,50359195,60381898
1.0,50359195,521948
1.0,50359195,80429408
1.0,50359195,10381909
1.0,50359195,50456554
1.0,50359195,50219893
1.0,50359195,40442195
1.0,50359195,70420936
1.0,50359195,40399998
1.0,50219893,50486650
1.0,50219893,90124534
1.0,50359195,90124534
1.0,50219893,60454026
1.0,40442195,30217159
1.0,40442195,60217228
1.0,40442195,359206
1.0,50219893,50498889
1.0,50219893,20219936
1.0,50219893,50278726
1.0,50219893,60381898
1.0,50219893,521948
1.0,50219893,80429408
1.0,50219893,10381909
1.0,50219893,50456554
1.0,50219893,40442195
1.0,50219893,50359195
1.0,50219893,70420936
1.0,50219893,40399998
1.0,50359195,60454026
1.0,50359195,30217135
1.0,50498889,60454026
1.0,50456554,30217135
1.0,50456554,30217159
1.0,50456554,60217228
1.0,50456554,359206
1.0,50498889,20219936
1.0,50498889,50278726
1.0,50498889,60381898
1.0,50498889,521948
1.0,50498889,80429408
1.0,50498889,10381909
1.0,50498889,50456554
1.0,50498889,50219893
1.0,50498889,40442195
1.0,50498889,50359195
1.0,50498889,70420936
1.0,50498889,40399998
1.0,50456554,50486650
1.0,50456554,90124534
1.0,50359195,50486650
1.0,50456554,60454026
1.0,50359195,30217159
1.0,50359195,60217228
1.0,50359195,359206
1.0,50456554,50498889
1.0,50456554,20219936
1.0,50456554,50278726
1.0,50456554,60381898
1.0,50456554,521948
1.0,50456554,80429408
1.0,50456554,10381909
1.0,50456554,50219893
1.0,50456554,40442195
1.0,50456554,50359195
1.0,50456554,70420936
1.0,50456554,40399998
1.0,80429408,60454026
1.0,80429408,90124534
1.0,80429408,30217135
1.0,90449019,60457671
1.0,30160407,80214568
1.0,30160407,30214504
1.0,30160407,90256893
1.0,50504772,40205599
1.0,50504772,60297885
1.0,50504772,20205430
1.0,50504772,60208238
1.0,50504772,90212564
1.0,50504772,30366917
1.0,50504772,50515346
1.0,50504772,40205537
1.0,50504772,40327505
1.0,50504772,60205664
1.0,50504772,30212406
1.0,20205430,40205599
1.0,30160407,30277959
1.0,90449019,40457672
1.0,20205430,60208238
1.0,90449019,40440422
1.0,40440422,90449019
1.0,40440422,40457672
1.0,40440422,60457671
1.0,60457671,30457677
1.0,60457671,30440413
1.0,60457671,90449019
1.0,60457671,40440422
1.0,60457671,40457672
1.0,40457672,30457677
1.0,40457672,30440413
1.0,40457672,90449019
1.0,40457672,40440422
1.0,40457672,60457671
1.0,90449019,30457677
1.0,90449019,30440413
1.0,20205430,60297885
1.0,20205430,90212564
1.0,80429408,50486650
1.0,30366917,40205599
1.0,30366917,20205430
1.0,30366917,60208238
1.0,30366917,90212564
1.0,30366917,50504772
1.0,30366917,50515346
1.0,30366917,40205537
1.0,30366917,40327505
1.0,30366917,60205664
1.0,30366917,30212406
1.0,40205537,40205599
1.0,40205537,60297885
1.0,40205537,20205430
1.0,40205537,60208238
1.0,40205537,90212564
1.0,40205537,30366917
1.0,30366917,60297885
1.0,30212406,60205664
1.0,20205430,30366917
1.0,30212406,40327505
1.0,20205430,50504772
1.0,20205430,50515346
1.0,20205430,40205537
1.0,20205430,40327505
1.0,20205430,60205664
1.0,20205430,30212406
1.0,30212406,40205599
1.0,30212406,60297885
1.0,30212406,20205430
1.0,30212406,60208238
1.0,30212406,90212564
1.0,30212406,30366917
1.0,30212406,50504772
1.0,30212406,50515346
1.0,30212406,40205537
1.0,40440422,30440413
1.0,40440422,30457677
1.0,30457677,60457671
1.0,50334303,70246386
1.0,50334303,10246308
1.0,50334303,421185
1.0,50334303,20246708
1.0,50334303,20214566
1.0,421185,50404032
1.0,421185,70257638
1.0,421185,90246352
1.0,421185,40458191
1.0,421185,60442383
1.0,421185,214505
1.0,421185,10211276
1.0,421185,30277959
1.0,421185,70277957
1.0,421185,90256893
1.0,421185,20246360
1.0,50334303,70404026
1.0,50334303,30404028
1.0,30457677,40457672
1.0,50334303,30256891
1.0,80429408,30217159
1.0,80429408,60217228
1.0,80429408,359206
1.0,50334303,50404032
1.0,50334303,70257638
1.0,50334303,90246352
1.0,50334303,40458191
1.0,50334303,60442383
1.0,50334303,214505
1.0,50334303,10211276
1.0,50334303,30277959
1.0,50334303,70277957
1.0,50334303,90256893
1.0,50334303,20246360
1.0,50334303,70214559
1.0,421185,70214559
1.0,421185,30256891
1.0,421185,30404028
1.0,421185,70246386
1.0,40458191,70246386
1.0,40458191,70404026
1.0,40458191,10246308
1.0,40458191,421185
1.0,40458191,20246708
1.0,40458191,20214566
1.0,40458191,50334303
1.0,30440413,30457677
1.0,30440413,90449019
1.0,30440413,40440422
1.0,30440413,40457672
1.0,30440413,60457671
1.0,30457677,30440413
1.0,30457677,90449019
1.0,30457677,40440422
1.0,40458191,30404028
1.0,40458191,30256891
1.0,40458191,70214559
1.0,40458191,70257638
1.0,421185,70404026
1.0,421185,10246308
1.0,421185,20246708
1.0,421185,20214566
1.0,421185,50334303
1.0,40458191,50404032
1.0,40458191,90246352
1.0,40458191,20246360
1.0,40458191,60442383
1.0,40458191,214505
1.0,40458191,10211276
1.0,40458191,30277959
1.0,40458191,70277957
1.0,40458191,90256893
1.0,60257648,10277984
1.0,60257648,50404032
1.0,60257648,40201723
1.0,50516063,80236103
1.0,50516063,80089239
1.0,20320802,70214559
1.0,20320802,20519888
